r,phi,phi',Phi,s
19.4,-4.82,-0.3,-0.248454,0.2
19.42,-4.826,-0.3,-0.248507,0.2
19.44,-4.832,-0.3,-0.24856,0.2
19.46,-4.838,-0.3,-0.248613,0.2
19.48,-4.844,-0.3,-0.248665,0.2
19.5,-4.85,-0.3,-0.248718,0.2
19.52,-4.856,-0.3,-0.24877,0.2
19.54,-4.862,-0.3,-0.248823,0.2
19.56,-4.868,-0.3,-0.248875,0.2
19.58,-4.874,-0.3,-0.248927,0.2
19.6,-4.88,-0.3,-0.24898,0.2
19.62,-4.886,-0.3,-0.249032,0.2
19.64,-4.892,-0.3,-0.249084,0.2
19.66,-4.898,-0.3,-0.249135,0.2
19.68,-4.904,-0.3,-0.249187,0.2
19.7,-4.91,-0.3,-0.249239,0.2
19.72,-4.916,-0.3,-0.24929,0.2
19.74,-4.922,-0.3,-0.249341,0.2
19.76,-4.928,-0.3,-0.249393,0.2
19.78,-4.934,-0.3,-0.249444,0.2
19.8,-4.94,-0.3,-0.249495,0.2
19.82,-4.946,-0.3,-0.249546,0.2
19.84,-4.952,-0.3,-0.249597,0.2
19.86,-4.958,-0.3,-0.249648,0.2
19.88,-4.964,-0.3,-0.249698,0.2
19.9,-4.97,-0.3,-0.249749,0.2
19.92,-4.976,-0.3,-0.249799,0.2
19.94,-4.982,-0.3,-0.24985,0.2
19.96,-4.988,-0.3,-0.2499,0.2
19.98,-4.994,-0.3,-0.24995,0.2
20,-5,-0.3,-0.25,0.2
0.02,0.00799934,0.399901,0.399967,0.4
0.04,0.0159948,0.399611,0.399869,0.4
0.06,0.0239825,0.399135,0.399709,0.4
0.08,0.031959,0.398483,0.399487,0.4
0.1,0.0399207,0.397661,0.399207,0.4
0.12,0.0478643,0.396675,0.398869,0.4
0.14,0.0557867,0.395534,0.398476,0.4
0.16,0.0636847,0.394243,0.398029,0.4
0.18,0.0715555,0.392809,0.39753,0.4
0.2,0.0793962,0.391238,0.396981,0.4
0.22,0.0872041,0.389536,0.396382,0.4
0.24,0.0949768,0.387709,0.395737,0.4
0.26,0.102712,0.385762,0.395045,0.4
0.28,0.110407,0.383702,0.394309,0.4
0.3,0.118059,0.381532,0.39353,0.4
0.32,0.125667,0.379258,0.39271,0.4
0.34,0.133229,0.376886,0.391849,0.4
0.36,0.140742,0.37442,0.39095,0.4
0.38,0.148205,0.371864,0.390013,0.4
0.4,0.155616,0.369224,0.38904,0.4
0.42,0.162973,0.366503,0.388032,0.4
0.44,0.170276,0.363706,0.38699,0.4
0.46,0.177521,0.360837,0.385915,0.4
0.48,0.184709,0.3579,0.38481,0.4
0.5,0.191837,0.354898,0.383673,0.4
0.52,0.198904,0.351836,0.382508,0.4
0.54,0.20591,0.348716,0.381314,0.4
0.56,0.212852,0.345543,0.380094,0.4
0.58,0.219731,0.34232,0.378847,0.4
0.6,0.226545,0.339049,0.377575,0.4
0.62,0.233293,0.335735,0.376279,0.4
0.64,0.239974,0.33238,0.374959,0.4
0.66,0.246588,0.328987,0.373618,0.4
0.68,0.253133,0.325558,0.372255,0.4
0.7,0.25961,0.322098,0.370871,0.4
0.72,0.266017,0.318607,0.369468,0.4
0.74,0.272354,0.315089,0.368046,0.4
0.76,0.27862,0.311546,0.366606,0.4
0.78,0.284816,0.307981,0.365148,0.4
0.8,0.290939,0.304396,0.363674,0.4
0.82,0.296991,0.300793,0.362185,0.4
0.84,0.302971,0.297174,0.36068,0.4
0.86,0.308878,0.293541,0.359161,0.4
0.88,0.314713,0.289896,0.357628,0.4
0.9,0.320474,0.286241,0.356082,0.4
0.92,0.326162,0.282578,0.354524,0.4
0.94,0.331777,0.278909,0.352954,0.4
0.96,0.337319,0.275235,0.351373,0.4
0.98,0.342786,0.271558,0.349782,0.4
1,0.348181,0.267879,0.348181,0.4
1.02,0.353502,0.264201,0.34657,0.4
1.04,0.358749,0.260524,0.344951,0.4
1.06,0.363923,0.256849,0.343323,0.4
1.08,0.369023,0.253179,0.341688,0.4
1.1,0.37405,0.249515,0.340045,0.4
1.12,0.379004,0.245857,0.338396,0.4
1.14,0.383884,0.242206,0.33674,0.4
1.16,0.388692,0.238565,0.335079,0.4
1.18,0.393427,0.234934,0.333413,0.4
1.2,0.398089,0.231314,0.331741,0.4
1.22,0.402679,0.227705,0.330065,0.4
1.24,0.407198,0.22411,0.328385,0.4
1.26,0.411644,0.220529,0.326702,0.4
1.28,0.416019,0.216963,0.325015,0.4
1.3,0.420323,0.213412,0.323325,0.4
1.32,0.424555,0.209877,0.321633,0.4
1.34,0.428718,0.206359,0.319939,0.4
1.36,0.43281,0.20286,0.318243,0.4
1.38,0.436832,0.199378,0.316545,0.4
1.4,0.440785,0.195916,0.314847,0.4
1.42,0.444669,0.192474,0.313147,0.4
1.44,0.448484,0.189052,0.311447,0.4
1.46,0.452231,0.185651,0.309747,0.4
1.48,0.45591,0.182271,0.308048,0.4
1.5,0.459522,0.178913,0.306348,0.4
1.52,0.463067,0.175577,0.304649,0.4
1.54,0.466545,0.172264,0.302952,0.4
1.56,0.469958,0.168974,0.301255,0.4
1.58,0.473305,0.165708,0.29956,0.4
1.6,0.476586,0.162465,0.297866,0.4
1.62,0.479803,0.159247,0.296175,0.4
1.64,0.482956,0.156054,0.294486,0.4
1.66,0.486046,0.152885,0.292799,0.4
1.68,0.489072,0.149741,0.291114,0.4
1.7,0.492035,0.146623,0.289433,0.4
1.72,0.494937,0.14353,0.287754,0.4
1.74,0.497777,0.140463,0.286079,0.4
1.76,0.500556,0.137422,0.284407,0.4
1.78,0.503274,0.134407,0.282738,0.4
1.8,0.505932,0.131418,0.281073,0.4
1.82,0.508531,0.128456,0.279413,0.4
1.84,0.511071,0.125521,0.277756,0.4
1.86,0.513552,0.122612,0.276103,0.4
1.88,0.515975,0.11973,0.274455,0.4
1.9,0.518341,0.116874,0.272811,0.4
1.92,0.52065,0.114046,0.271172,0.4
1.94,0.522903,0.111245,0.269538,0.4
1.96,0.5251,0.10847,0.267908,0.4
1.98,0.527242,0.105723,0.266284,0.4
2,0.529329,0.103003,0.264665,0.4
2.02,0.531363,0.10031,0.263051,0.4
2.04,0.533342,0.0976436,0.261442,0.4
2.06,0.535268,0.0950046,0.259839,0.4
2.08,0.537142,0.0923925,0.258242,0.4
2.1,0.538964,0.0898075,0.25665,0.4
2.12,0.540735,0.0872493,0.255064,0.4
2.14,0.542454,0.0847181,0.253483,0.4
2.16,0.544124,0.0822137,0.251909,0.4
2.18,0.545743,0.079736,0.250341,0.4
2.2,0.547313,0.0772851,0.248779,0.4
2.22,0.548835,0.0748607,0.247223,0.4
2.24,0.550308,0.0724628,0.245673,0.4
2.26,0.551733,0.0700913,0.24413,0.4
2.28,0.553112,0.0677461,0.242593,0.4
2.3,0.554443,0.0654271,0.241062,0.4
2.32,0.555729,0.0631342,0.239538,0.4
2.34,0.556969,0.0608672,0.238021,0.4
2.36,0.558164,0.058626,0.23651,0.4
2.38,0.559314,0.0564105,0.235006,0.4
2.4,0.560421,0.0542205,0.233509,0.4
2.42,0.561483,0.052056,0.232018,0.4
2.44,0.562503,0.0499167,0.230534,0.4
2.46,0.56348,0.0478025,0.229057,0.4
2.48,0.564415,0.0457132,0.227587,0.4
2.5,0.565309,0.0436487,0.226124,0.4
2.52,0.566161,0.0416089,0.224667,0.4
2.54,0.566973,0.0395935,0.223218,0.4
2.56,0.567745,0.0376024,0.221775,0.4
2.58,0.568478,0.0356355,0.22034,0.4
2.6,0.569171,0.0336924,0.218912,0.4
2.62,0.569825,0.0317732,0.217491,0.4
2.64,0.570442,0.0298775,0.216076,0.4
2.66,0.571021,0.0280052,0.214669,0.4
2.68,0.571562,0.0261562,0.213269,0.4
2.7,0.572067,0.0243302,0.211877,0.4
2.72,0.572536,0.022527,0.210491,0.4
2.74,0.572968,0.0207465,0.209113,0.4
2.76,0.573366,0.0189885,0.207741,0.4
2.78,0.573728,0.0172528,0.206377,0.4
2.8,0.574056,0.0155391,0.20502,0.4
2.82,0.57435,0.0138474,0.20367,0.4
2.84,0.57461,0.0121773,0.202327,0.4
2.86,0.574837,0.0105287,0.200992,0.4
2.88,0.575031,0.00890144,0.199664,0.4
2.9,0.575193,0.00729528,0.198342,0.4
2.92,0.575323,0.00571003,0.197028,0.4
2.94,0.575422,0.00414549,0.195722,0.4
2.96,0.575489,0.00260146,0.194422,0.4
2.98,0.575526,0.00107774,0.193129,0.4
3,0.575532,-0.000425863,0.191844,0.4
3.02,0.575509,-0.00190955,0.190566,0.4
3.04,0.575456,-0.00337352,0.189295,0.4
3.06,0.575374,-0.00481798,0.188031,0.4
3.08,0.575263,-0.00624312,0.186774,0.4
3.1,0.575125,-0.00764914,0.185524,0.4
3.12,0.574958,-0.00903623,0.184281,0.4
3.14,0.574763,-0.0104046,0.183046,0.4
3.16,0.574542,-0.0117545,0.181817,0.4
3.18,0.574293,-0.013086,0.180595,0.4
3.2,0.574018,-0.0143994,0.179381,0.4
3.22,0.573717,-0.0156948,0.178173,0.4
3.24,0.573391,-0.0169725,0.176972,0.4
3.26,0.573039,-0.0182327,0.175779,0.4
3.28,0.572661,-0.0194755,0.174592,0.4
3.3,0.57226,-0.0207012,0.173412,0.4
3.32,0.571833,-0.0219099,0.172239,0.4
3.34,0.571383,-0.0231018,0.171073,0.4
3.36,0.57091,-0.0242771,0.169914,0.4
3.38,0.570412,-0.0254361,0.168761,0.4
3.4,0.569892,-0.0265788,0.167615,0.4
3.42,0.569349,-0.0277055,0.166476,0.4
3.44,0.568784,-0.0288164,0.165344,0.4
3.46,0.568197,-0.0299116,0.164219,0.4
3.48,0.567588,-0.0309914,0.1631,0.4
3.5,0.566957,-0.0320559,0.161988,0.4
3.52,0.566306,-0.0331053,0.160882,0.4
3.54,0.565633,-0.0341397,0.159783,0.4
3.56,0.56494,-0.0351595,0.158691,0.4
3.58,0.564227,-0.0361647,0.157605,0.4
3.6,0.563494,-0.0371554,0.156526,0.4
3.62,0.562741,-0.038132,0.155453,0.4
3.64,0.561968,-0.0390946,0.154387,0.4
3.66,0.561177,-0.0400432,0.153327,0.4
3.68,0.560367,-0.0409782,0.152274,0.4
3.7,0.559538,-0.0418997,0.151226,0.4
3.72,0.558691,-0.0428078,0.150186,0.4
3.74,0.557826,-0.0437028,0.149151,0.4
3.76,0.556943,-0.0445847,0.148123,0.4
3.78,0.556042,-0.0454538,0.147101,0.4
3.8,0.555125,-0.0463101,0.146085,0.4
3.82,0.55419,-0.047154,0.145076,0.4
3.84,0.553239,-0.0479855,0.144073,0.4
3.86,0.552271,-0.0488048,0.143075,0.4
3.88,0.551287,-0.049612,0.142084,0.4
3.9,0.550286,-0.0504073,0.141099,0.4
3.92,0.54927,-0.0511909,0.14012,0.4
3.94,0.548239,-0.0519629,0.139147,0.4
3.96,0.547192,-0.0527235,0.13818,0.4
3.98,0.54613,-0.0534728,0.137219,0.4
4,0.545053,-0.0542109,0.136263,0.4
4.02,0.543962,-0.0549381,0.135314,0.4
4.04,0.542856,-0.0556544,0.13437,0.4
4.06,0.541735,-0.05636,0.133432,0.4
4.08,0.540601,-0.057055,0.1325,0.4
4.1,0.539453,-0.0577397,0.131574,0.4
4.12,0.538292,-0.058414,0.130653,0.4
4.14,0.537117,-0.0590783,0.129738,0.4
4.16,0.535929,-0.0597325,0.128829,0.4
4.18,0.534728,-0.0603769,0.127925,0.4
4.2,0.533514,-0.0610115,0.127027,0.4
4.22,0.532287,-0.0616365,0.126134,0.4
4.24,0.531048,-0.0622521,0.125247,0.4
4.26,0.529797,-0.0628583,0.124366,0.4
4.28,0.528534,-0.0634554,0.123489,0.4
4.3,0.527259,-0.0640433,0.122618,0.4
4.32,0.525972,-0.0646223,0.121753,0.4
4.34,0.524674,-0.0651925,0.120893,0.4
4.36,0.523365,-0.0657539,0.120038,0.4
4.38,0.522044,-0.0663068,0.119188,0.4
4.4,0.520713,-0.0668512,0.118344,0.4
4.42,0.51937,-0.0673872,0.117505,0.4
4.44,0.518017,-0.067915,0.116671,0.4
4.46,0.516654,-0.0684347,0.115842,0.4
4.48,0.51528,-0.0689464,0.115018,0.4
4.5,0.513896,-0.0694503,0.114199,0.4
4.52,0.512502,-0.0699463,0.113385,0.4
4.54,0.511098,-0.0704347,0.112577,0.4
4.56,0.509684,-0.0709155,0.111773,0.4
4.58,0.508261,-0.0713888,0.110974,0.4
4.6,0.506829,-0.0718549,0.11018,0.4
4.62,0.505387,-0.0723136,0.109391,0.4
4.64,0.503936,-0.0727653,0.108607,0.4
4.66,0.502477,-0.0732099,0.107828,0.4
4.68,0.501008,-0.0736476,0.107053,0.4
4.7,0.499531,-0.0740785,0.106283,0.4
4.72,0.498045,-0.0745026,0.105518,0.4
4.74,0.496551,-0.0749201,0.104758,0.4
4.76,0.495048,-0.075331,0.104002,0.4
4.78,0.493538,-0.0757356,0.103251,0.4
4.8,0.492019,-0.0761337,0.102504,0.4
4.82,0.490492,-0.0765256,0.101762,0.4
4.84,0.488958,-0.0769114,0.101024,0.4
4.86,0.487416,-0.0772911,0.100291,0.4
4.88,0.485866,-0.0776648,0.0995628,0.4
4.9,0.484309,-0.0780326,0.0988386,0.4
4.92,0.482745,-0.0783946,0.0981189,0.4
4.94,0.481174,-0.0787508,0.0974036,0.4
4.96,0.479595,-0.0791015,0.0966925,0.4
4.98,0.47801,-0.0794466,0.0959858,0.4
5,0.476417,-0.0797862,0.0952834,0.4
5.02,0.474818,-0.0801204,0.0945853,0.4
5.04,0.473212,-0.0804493,0.0938914,0.4
5.06,0.4716,-0.080773,0.0932016,0.4
5.08,0.469982,-0.0810915,0.092516,0.4
5.1,0.468357,-0.0814049,0.0918346,0.4
5.12,0.466725,-0.0817134,0.0911573,0.4
5.14,0.465088,-0.0820169,0.0904841,0.4
5.16,0.463445,-0.0823156,0.0898149,0.4
5.18,0.461795,-0.0826095,0.0891497,0.4
5.2,0.46014,-0.0828987,0.0884885,0.4
5.22,0.45848,-0.0831832,0.0878313,0.4
5.24,0.456813,-0.0834632,0.0871781,0.4
5.26,0.455141,-0.0837387,0.0865287,0.4
5.28,0.453464,-0.0840098,0.0858832,0.4
5.3,0.451781,-0.0842765,0.0852416,0.4
5.32,0.450093,-0.0845389,0.0846039,0.4
5.34,0.448399,-0.0847971,0.0839699,0.4
5.36,0.446701,-0.0850511,0.0833397,0.4
5.38,0.444997,-0.085301,0.0827132,0.4
5.4,0.443289,-0.0855469,0.0820905,0.4
5.42,0.441575,-0.0857889,0.0814715,0.4
5.44,0.439857,-0.0860269,0.0808561,0.4
5.46,0.438134,-0.086261,0.0802444,0.4
5.48,0.436407,-0.0864914,0.0796363,0.4
5.5,0.434675,-0.086718,0.0790317,0.4
5.52,0.432938,-0.0869409,0.0784308,0.4
5.54,0.431197,-0.0871603,0.0778334,0.4
5.56,0.429452,-0.087376,0.0772395,0.4
5.58,0.427702,-0.0875883,0.0766491,0.4
5.6,0.425948,-0.087797,0.0760622,0.4
5.62,0.42419,-0.0880024,0.0754787,0.4
5.64,0.422428,-0.0882045,0.0748986,0.4
5.66,0.420662,-0.0884032,0.0743219,0.4
5.68,0.418892,-0.0885987,0.0737486,0.4
5.7,0.417118,-0.088791,0.0731786,0.4
5.72,0.41534,-0.0889802,0.0726119,0.4
5.74,0.413559,-0.0891662,0.0720486,0.4
5.76,0.411774,-0.0893492,0.0714885,0.4
5.78,0.409985,-0.0895293,0.0709316,0.4
5.8,0.408193,-0.0897063,0.070378,0.4
5.82,0.406397,-0.0898805,0.0698276,0.4
5.84,0.404597,-0.0900518,0.0692804,0.4
5.86,0.402795,-0.0902202,0.0687363,0.4
5.88,0.400989,-0.0903859,0.0681953,0.4
5.9,0.399179,-0.0905489,0.0676575,0.4
5.92,0.397367,-0.0907092,0.0671227,0.4
5.94,0.395551,-0.0908669,0.0665911,0.4
5.96,0.393732,-0.0910219,0.0660624,0.4
5.98,0.39191,-0.0911744,0.0655368,0.4
6,0.390085,-0.0913244,0.0650142,0.4
6.02,0.388257,-0.0914719,0.0644945,0.4
6.04,0.386426,-0.0916169,0.0639778,0.4
6.06,0.384592,-0.0917596,0.0634641,0.4
6.08,0.382756,-0.0918999,0.0629533,0.4
6.1,0.380916,-0.0920378,0.0624453,0.4
6.12,0.379074,-0.0921735,0.0619402,0.4
6.14,0.377229,-0.0923069,0.061438,0.4
6.16,0.375382,-0.0924381,0.0609386,0.4
6.18,0.373532,-0.0925672,0.0604421,0.4
6.2,0.371679,-0.092694,0.0599483,0.4
6.22,0.369824,-0.0928188,0.0594573,0.4
6.24,0.367967,-0.0929415,0.058969,0.4
6.26,0.366107,-0.0930622,0.0584835,0.4
6.28,0.364244,-0.0931808,0.0580007,0.4
6.3,0.362379,-0.0932975,0.0575205,0.4
6.32,0.360512,-0.0934122,0.0570431,0.4
6.34,0.358643,-0.093525,0.0565683,0.4
6.36,0.356771,-0.0936359,0.0560961,0.4
6.38,0.354897,-0.093745,0.0556266,0.4
6.4,0.353021,-0.0938522,0.0551596,0.4
6.42,0.351143,-0.0939577,0.0546952,0.4
6.44,0.349263,-0.0940614,0.0542334,0.4
6.46,0.347381,-0.0941633,0.0537741,0.4
6.48,0.345497,-0.0942635,0.0533174,0.4
6.5,0.34361,-0.0943621,0.0528631,0.4
6.52,0.341722,-0.094459,0.0524114,0.4
6.54,0.339832,-0.0945543,0.0519621,0.4
6.56,0.33794,-0.094648,0.0515152,0.4
6.58,0.336046,-0.0947401,0.0510708,0.4
6.6,0.33415,-0.0948306,0.0506289,0.4
6.62,0.332253,-0.0949196,0.0501893,0.4
6.64,0.330354,-0.0950072,0.0497521,0.4
6.66,0.328453,-0.0950932,0.0493172,0.4
6.68,0.32655,-0.0951778,0.0488847,0.4
6.7,0.324646,-0.095261,0.0484546,0.4
6.72,0.322739,-0.0953428,0.0480267,0.4
6.74,0.320832,-0.0954232,0.0476012,0.4
6.76,0.318923,-0.0955022,0.0471779,0.4
6.78,0.317012,-0.0955799,0.0467569,0.4
6.8,0.315099,-0.0956563,0.0463381,0.4
6.82,0.313186,-0.0957314,0.0459216,0.4
6.84,0.31127,-0.0958052,0.0455073,0.4
6.86,0.309353,-0.0958778,0.0450952,0.4
6.88,0.307435,-0.0959491,0.0446853,0.4
6.9,0.305515,-0.0960192,0.0442776,0.4
6.92,0.303594,-0.0960882,0.043872,0.4
6.94,0.301672,-0.096156,0.0434686,0.4
6.96,0.299748,-0.0962226,0.0430672,0.4
6.98,0.297823,-0.0962881,0.042668,0.4
7,0.295897,-0.0963525,0.0422709,0.4
7.02,0.293969,-0.0964158,0.0418759,0.4
7.04,0.29204,-0.096478,0.0414829,0.4
7.06,0.29011,-0.0965391,0.041092,0.4
7.08,0.288178,-0.0965992,0.0407032,0.4
7.1,0.286246,-0.0966583,0.0403163,0.4
7.12,0.284312,-0.0967164,0.0399315,0.4
7.14,0.282377,-0.0967735,0.0395486,0.4
7.16,0.280441,-0.0968296,0.0391678,0.4
7.18,0.278504,-0.0968848,0.0387889,0.4
7.2,0.276566,-0.096939,0.0384119,0.4
7.22,0.274626,-0.0969923,0.0380369,0.4
7.24,0.272686,-0.0970447,0.0376638,0.4
7.26,0.270745,-0.0970962,0.0372926,0.4
7.28,0.268802,-0.0971468,0.0369234,0.4
7.3,0.266859,-0.0971965,0.036556,0.4
7.32,0.264914,-0.0972454,0.0361905,0.4
7.34,0.262969,-0.0972935,0.0358268,0.4
7.36,0.261023,-0.0973407,0.035465,0.4
7.38,0.259075,-0.0973871,0.0351051,0.4
7.4,0.257127,-0.0974327,0.0347469,0.4
7.42,0.255178,-0.0974776,0.0343906,0.4
7.44,0.253228,-0.0975217,0.034036,0.4
7.46,0.251277,-0.097565,0.0336833,0.4
7.48,0.249325,-0.0976075,0.0333323,0.4
7.5,0.247373,-0.0976494,0.032983,0.4
7.52,0.245419,-0.0976905,0.0326356,0.4
7.54,0.243465,-0.0977309,0.0322898,0.4
7.56,0.24151,-0.0977707,0.0319458,0.4
7.58,0.239554,-0.0978097,0.0316035,0.4
7.6,0.237598,-0.0978481,0.0312629,0.4
7.62,0.23564,-0.0978858,0.0309239,0.4
7.64,0.233682,-0.0979228,0.0305867,0.4
7.66,0.231724,-0.0979592,0.0302511,0.4
7.68,0.229764,-0.097995,0.0299172,0.4
7.7,0.227804,-0.0980302,0.0295849,0.4
7.72,0.225843,-0.0980648,0.0292543,0.4
7.74,0.223881,-0.0980987,0.0289252,0.4
7.76,0.221919,-0.0981321,0.0285978,0.4
7.78,0.219956,-0.0981649,0.028272,0.4
7.8,0.217992,-0.0981972,0.0279477,0.4
7.82,0.216028,-0.0982288,0.0276251,0.4
7.84,0.214063,-0.09826,0.027304,0.4
7.86,0.212098,-0.0982906,0.0269844,0.4
7.88,0.210132,-0.0983206,0.0266664,0.4
7.9,0.208165,-0.0983502,0.02635,0.4
7.92,0.206198,-0.0983792,0.026035,0.4
7.94,0.20423,-0.0984078,0.0257216,0.4
7.96,0.202261,-0.0984358,0.0254097,0.4
7.98,0.200292,-0.0984633,0.0250993,0.4
8,0.198323,-0.0984904,0.0247903,0.4
8.02,0.196353,-0.098517,0.0244829,0.4
8.04,0.194382,-0.0985432,0.0241769,0.4
8.06,0.192411,-0.0985689,0.0238723,0.4
8.08,0.190439,-0.0985941,0.0235692,0.4
8.1,0.188467,-0.0986189,0.0232675,0.4
8.12,0.186495,-0.0986433,0.0229673,0.4
8.14,0.184521,-0.0986672,0.0226685,0.4
8.16,0.182548,-0.0986908,0.0223711,0.4
8.18,0.180574,-0.0987139,0.022075,0.4
8.2,0.178599,-0.0987366,0.0217804,0.4
8.22,0.176624,-0.0987589,0.0214871,0.4
8.24,0.174649,-0.0987809,0.0211953,0.4
8.26,0.172673,-0.0988024,0.0209047,0.4
8.28,0.170697,-0.0988236,0.0206156,0.4
8.3,0.16872,-0.0988444,0.0203277,0.4
8.32,0.166743,-0.0988648,0.0200412,0.4
8.34,0.164766,-0.0988849,0.0197561,0.4
8.36,0.162788,-0.0989047,0.0194722,0.4
8.38,0.160809,-0.0989241,0.0191897,0.4
8.4,0.158831,-0.0989431,0.0189084,0.4
8.42,0.156852,-0.0989618,0.0186285,0.4
8.44,0.154872,-0.0989802,0.0183498,0.4
8.46,0.152892,-0.0989983,0.0180724,0.4
8.48,0.150912,-0.0990161,0.0177963,0.4
8.5,0.148932,-0.0990335,0.0175214,0.4
8.52,0.146951,-0.0990507,0.0172478,0.4
8.54,0.14497,-0.0990675,0.0169754,0.4
8.56,0.142988,-0.0990841,0.0167042,0.4
8.58,0.141006,-0.0991003,0.0164343,0.4
8.6,0.139024,-0.0991163,0.0161656,0.4
8.62,0.137042,-0.099132,0.0158981,0.4
8.64,0.135059,-0.0991474,0.0156318,0.4
8.66,0.133076,-0.0991626,0.0153667,0.4
8.68,0.131092,-0.0991774,0.0151028,0.4
8.7,0.129109,-0.0991921,0.0148401,0.4
8.72,0.127125,-0.0992064,0.0145785,0.4
8.74,0.125141,-0.0992205,0.0143181,0.4
8.76,0.123156,-0.0992344,0.0140589,0.4
8.78,0.121171,-0.099248,0.0138008,0.4
8.8,0.119186,-0.0992614,0.0135439,0.4
8.82,0.117201,-0.0992746,0.0132881,0.4
8.84,0.115215,-0.0992875,0.0130334,0.4
8.86,0.113229,-0.0993002,0.0127798,0.4
8.88,0.111243,-0.0993126,0.0125274,0.4
8.9,0.109257,-0.0993249,0.012276,0.4
8.92,0.10727,-0.0993369,0.0120258,0.4
8.94,0.105283,-0.0993487,0.0117766,0.4
8.96,0.103296,-0.0993603,0.0115286,0.4
8.98,0.101309,-0.0993717,0.0112816,0.4
9,0.0993212,-0.099383,0.0110357,0.4
9.02,0.0973335,-0.099394,0.0107909,0.4
9.04,0.0953455,-0.0994048,0.0105471,0.4
9.06,0.0933573,-0.0994154,0.0103043,0.4
9.08,0.0913689,-0.0994258,0.0100627,0.4
9.1,0.0893803,-0.0994361,0.00982201,0.4
9.12,0.0873914,-0.0994462,0.00958239,0.4
9.14,0.0854024,-0.0994561,0.00934381,0.4
9.16,0.0834132,-0.0994658,0.00910624,0.4
9.18,0.0814238,-0.0994753,0.00886969,0.4
9.2,0.0794342,-0.0994847,0.00863415,0.4
9.22,0.0774444,-0.0994939,0.00839961,0.4
9.24,0.0754544,-0.099503,0.00816606,0.4
9.26,0.0734643,-0.0995119,0.00793351,0.4
9.28,0.071474,-0.0995206,0.00770193,0.4
9.3,0.0694835,-0.0995292,0.00747134,0.4
9.32,0.0674928,-0.0995376,0.00724172,0.4
9.34,0.065502,-0.0995459,0.00701306,0.4
9.36,0.063511,-0.099554,0.00678536,0.4
9.38,0.0615198,-0.099562,0.00655861,0.4
9.4,0.0595285,-0.0995698,0.00633282,0.4
9.42,0.057537,-0.0995775,0.00610796,0.4
9.44,0.0555454,-0.0995851,0.00588404,0.4
9.46,0.0535536,-0.0995925,0.00566106,0.4
9.48,0.0515617,-0.0995999,0.00543899,0.4
9.5,0.0495696,-0.099607,0.00521785,0.4
9.52,0.0475774,-0.0996141,0.00499763,0.4
9.54,0.045585,-0.099621,0.00477831,0.4
9.56,0.0435926,-0.0996278,0.00455989,0.4
9.58,0.0415999,-0.0996345,0.00434237,0.4
9.6,0.0396072,-0.099641,0.00412575,0.4
9.62,0.0376143,-0.0996475,0.00391001,0.4
9.64,0.0356213,-0.0996538,0.00369515,0.4
9.66,0.0336281,-0.09966,0.00348117,0.4
9.68,0.0316349,-0.0996661,0.00326807,0.4
9.7,0.0296415,-0.0996721,0.00305582,0.4
9.72,0.027648,-0.099678,0.00284444,0.4
9.74,0.0256544,-0.0996838,0.00263392,0.4
9.76,0.0236606,-0.0996895,0.00242425,0.4
9.78,0.0216668,-0.0996951,0.00221542,0.4
9.8,0.0196728,-0.0997006,0.00200743,0.4
9.82,0.0176788,-0.0997059,0.00180028,0.4
9.84,0.0156846,-0.0997112,0.00159396,0.4
9.86,0.0136903,-0.0997164,0.00138847,0.4
9.88,0.0116959,-0.0997215,0.0011838,0.4
9.9,0.00970146,-0.0997265,0.000979946,0.4
9.92,0.00770688,-0.0997315,0.000776903,0.4
9.94,0.0057122,-0.0997363,0.000574668,0.4
9.96,0.00371743,-0.0997411,0.000373236,0.4
9.98,0.00172256,-0.0997457,0.000172601,0.4
10,-0.000272399,-0.0997503,-2.72399e-05,0.4
10.02,-0.00226745,-0.0997548,-0.000226292,0.4
10.04,-0.00426259,-0.0997592,-0.000424561,0.4
10.06,-0.00625782,-0.0997636,-0.000622049,0.4
10.08,-0.00825313,-0.0997678,-0.000818763,0.4
10.1,-0.0102485,-0.099772,-0.00101471,0.4
10.12,-0.012244,-0.0997761,-0.00120988,0.4
10.14,-0.0142396,-0.0997802,-0.0014043,0.4
10.16,-0.0162352,-0.0997841,-0.00159795,0.4
10.18,-0.0182309,-0.099788,-0.00179086,0.4
10.2,-0.0202267,-0.0997918,-0.00198301,0.4
10.22,-0.0222226,-0.0997956,-0.00217442,0.4
10.24,-0.0242186,-0.0997993,-0.00236509,0.4
10.26,-0.0262146,-0.0998029,-0.00255503,0.4
10.28,-0.0282107,-0.0998065,-0.00274423,0.4
10.3,-0.0302068,-0.09981,-0.0029327,0.4
10.32,-0.0322031,-0.0998134,-0.00312045,0.4
10.34,-0.0341994,-0.0998168,-0.00330748,0.4
10.36,-0.0361957,-0.0998201,-0.0034938,0.4
10.38,-0.0381922,-0.0998233,-0.0036794,0.4
10.4,-0.0401887,-0.0998265,-0.0038643,0.4
10.42,-0.0421852,-0.0998297,-0.00404849,0.4
10.44,-0.0441819,-0.0998328,-0.00423198,0.4
10.46,-0.0461786,-0.0998358,-0.00441478,0.4
10.48,-0.0481753,-0.0998387,-0.00459688,0.4
10.5,-0.0501721,-0.0998417,-0.0047783,0.4
10.52,-0.052169,-0.0998445,-0.00495903,0.4
