r,phi,phi',Phi,s
7.72,3.31384,0.301935,0.429254,0.8
7.74,3.31988,0.301901,0.428925,0.8
7.76,3.32592,0.301868,0.428598,0.8
7.78,3.33196,0.301835,0.428272,0.8
7.8,3.33799,0.301803,0.427948,0.8
7.82,3.34403,0.301771,0.427625,0.8
7.84,3.35006,0.30174,0.427304,0.8
7.86,3.3561,0.301709,0.426984,0.8
7.88,3.36213,0.301679,0.426666,0.8
7.9,3.36816,0.30165,0.42635,0.8
7.92,3.3742,0.301621,0.426035,0.8
7.94,3.38023,0.301592,0.425722,0.8
7.96,3.38626,0.301564,0.42541,0.8
7.98,3.39229,0.301537,0.425099,0.8
8,3.39832,0.30151,0.42479,0.8
8.02,3.40435,0.301483,0.424483,0.8
8.04,3.41038,0.301457,0.424177,0.8
8.06,3.41641,0.301431,0.423872,0.8
8.08,3.42244,0.301406,0.423569,0.8
8.1,3.42847,0.301381,0.423268,0.8
8.12,3.43449,0.301357,0.422967,0.8
8.14,3.44052,0.301333,0.422668,0.8
8.16,3.44655,0.301309,0.422371,0.8
8.18,3.45257,0.301286,0.422075,0.8
8.2,3.4586,0.301263,0.42178,0.8
8.22,3.46462,0.301241,0.421487,0.8
8.24,3.47065,0.301219,0.421195,0.8
8.26,3.47667,0.301198,0.420905,0.8
8.28,3.4827,0.301176,0.420616,0.8
8.3,3.48872,0.301156,0.420328,0.8
8.32,3.49474,0.301135,0.420041,0.8
8.34,3.50077,0.301115,0.419756,0.8
8.36,3.50679,0.301095,0.419472,0.8
8.38,3.51281,0.301076,0.41919,0.8
8.4,3.51883,0.301057,0.418908,0.8
8.42,3.52485,0.301038,0.418628,0.8
8.44,3.53087,0.30102,0.41835,0.8
8.46,3.53689,0.301002,0.418072,0.8
8.48,3.54291,0.300984,0.417796,0.8
8.5,3.54893,0.300966,0.417521,0.8
8.52,3.55495,0.300949,0.417248,0.8
8.54,3.56097,0.300932,0.416975,0.8
8.56,3.56699,0.300916,0.416704,0.8
8.58,3.57301,0.3009,0.416434,0.8
8.6,3.57902,0.300884,0.416166,0.8
8.62,3.58504,0.300868,0.415898,0.8
8.64,3.59106,0.300853,0.415632,0.8
8.66,3.59708,0.300837,0.415367,0.8
8.68,3.60309,0.300823,0.415103,0.8
8.7,3.60911,0.300808,0.41484,0.8
8.72,3.61512,0.300794,0.414579,0.8
8.74,3.62114,0.300779,0.414318,0.8
8.76,3.62716,0.300766,0.414059,0.8
8.78,3.63317,0.300752,0.413801,0.8
8.8,3.63919,0.300739,0.413544,0.8
8.82,3.6452,0.300725,0.413288,0.8
8.84,3.65122,0.300713,0.413033,0.8
8.86,3.65723,0.3007,0.41278,0.8
8.88,3.66324,0.300687,0.412527,0.8
8.9,3.66926,0.300675,0.412276,0.8
8.92,3.67527,0.300663,0.412026,0.8
8.94,3.68128,0.300651,0.411777,0.8
8.96,3.6873,0.30064,0.411529,0.8
8.98,3.69331,0.300628,0.411282,0.8
9,3.69932,0.300617,0.411036,0.8
9.02,3.70533,0.300606,0.410791,0.8
9.04,3.71135,0.300595,0.410547,0.8
9.06,3.71736,0.300585,0.410304,0.8
9.08,3.72337,0.300574,0.410063,0.8
9.1,3.72938,0.300564,0.409822,0.8
9.12,3.73539,0.300554,0.409582,0.8
9.14,3.7414,0.300544,0.409344,0.8
9.16,3.74741,0.300534,0.409106,0.8
9.18,3.75342,0.300525,0.40887,0.8
9.2,3.75943,0.300515,0.408634,0.8
9.22,3.76544,0.300506,0.4084,0.8
9.24,3.77145,0.300497,0.408166,0.8
9.26,3.77746,0.300488,0.407934,0.8
9.28,3.78347,0.300479,0.407702,0.8
9.3,3.78948,0.300471,0.407471,0.8
9.32,3.79549,0.300462,0.407242,0.8
9.34,3.8015,0.300454,0.407013,0.8
9.36,3.80751,0.300446,0.406785,0.8
9.38,3.81352,0.300438,0.406559,0.8
9.4,3.81953,0.30043,0.406333,0.8
9.42,3.82554,0.300422,0.406108,0.8
9.44,3.83155,0.300415,0.405884,0.8
9.46,3.83755,0.300407,0.405661,0.8
9.48,3.84356,0.3004,0.405439,0.8
9.5,3.84957,0.300393,0.405218,0.8
9.52,3.85558,0.300386,0.404998,0.8
9.54,3.86159,0.300379,0.404778,0.8
9.56,3.86759,0.300372,0.40456,0.8
9.58,3.8736,0.300366,0.404342,0.8
9.6,3.87961,0.300359,0.404126,0.8
9.62,3.88561,0.300353,0.40391,0.8
9.64,3.89162,0.300346,0.403695,0.8
9.66,3.89763,0.30034,0.403481,0.8
9.68,3.90363,0.300334,0.403268,0.8
9.7,3.90964,0.300328,0.403056,0.8
9.72,3.91565,0.300322,0.402844,0.8
9.74,3.92165,0.300316,0.402634,0.8
9.76,3.92766,0.300311,0.402424,0.8
9.78,3.93367,0.300305,0.402215,0.8
9.8,3.93967,0.300299,0.402007,0.8
9.82,3.94568,0.300294,0.4018,0.8
9.84,3.95168,0.300289,0.401594,0.8
9.86,3.95769,0.300284,0.401388,0.8
9.88,3.9637,0.300278,0.401184,0.8
9.9,3.9697,0.300273,0.40098,0.8
9.92,3.97571,0.300269,0.400777,0.8
9.94,3.98171,0.300264,0.400575,0.8
9.96,3.98772,0.300259,0.400373,0.8
9.98,3.99372,0.300254,0.400173,0.8
10,3.99973,0.30025,0.399973,0.8
10.02,4.00573,0.300245,0.399774,0.8
10.04,4.01174,0.300241,0.399575,0.8
10.06,4.01774,0.300236,0.399378,0.8
10.08,4.02375,0.300232,0.399181,0.8
10.1,4.02975,0.300228,0.398985,0.8
10.12,4.03576,0.300224,0.39879,0.8
10.14,4.04176,0.30022,0.398596,0.8
10.16,4.04776,0.300216,0.398402,0.8
10.18,4.05377,0.300212,0.398209,0.8
10.2,4.05977,0.300208,0.398017,0.8
10.22,4.06578,0.300204,0.397826,0.8
10.24,4.07178,0.300201,0.397635,0.8
10.26,4.07779,0.300197,0.397445,0.8
10.28,4.08379,0.300194,0.397256,0.8
10.3,4.08979,0.30019,0.397067,0.8
10.32,4.0958,0.300187,0.39688,0.8
10.34,4.1018,0.300183,0.396693,0.8
10.36,4.1078,0.30018,0.396506,0.8
10.38,4.11381,0.300177,0.396321,0.8
10.4,4.11981,0.300173,0.396136,0.8
10.42,4.12581,0.30017,0.395952,0.8
10.44,4.13182,0.300167,0.395768,0.8
10.46,4.13782,0.300164,0.395585,0.8
10.48,4.14382,0.300161,0.395403,0.8
10.5,4.14983,0.300158,0.395222,0.8
10.52,4.15583,0.300155,0.395041,0.8
10.54,4.16183,0.300153,0.394861,0.8
10.56,4.16784,0.30015,0.394682,0.8
10.58,4.17384,0.300147,0.394503,0.8
10.6,4.17984,0.300145,0.394325,0.8
10.62,4.18585,0.300142,0.394147,0.8
10.64,4.19185,0.300139,0.393971,0.8
10.66,4.19785,0.300137,0.393795,0.8
10.68,4.20385,0.300134,0.393619,0.8
10.7,4.20986,0.300132,0.393445,0.8
10.72,4.21586,0.300129,0.39327,0.8
10.74,4.22186,0.300127,0.393097,0.8
10.76,4.22786,0.300125,0.392924,0.8
10.78,4.23387,0.300123,0.392752,0.8
10.8,4.23987,0.30012,0.392581,0.8
10.82,4.24587,0.300118,0.39241,0.8
10.84,4.25187,0.300116,0.392239,0.8
10.86,4.25788,0.300114,0.39207,0.8
10.88,4.26388,0.300112,0.391901,0.8
10.9,4.26988,0.30011,0.391732,0.8
10.92,4.27588,0.300108,0.391564,0.8
10.94,4.28189,0.300106,0.391397,0.8
10.96,4.28789,0.300104,0.391231,0.8
10.98,4.29389,0.300102,0.391065,0.8
11,4.29989,0.3001,0.390899,0.8
11.02,4.30589,0.300098,0.390734,0.8
11.04,4.3119,0.300097,0.39057,0.8
11.06,4.3179,0.300095,0.390407,0.8
11.08,4.3239,0.300093,0.390244,0.8
11.1,4.3299,0.300091,0.390081,0.8
11.12,4.3359,0.30009,0.389919,0.8
11.14,4.3419,0.300088,0.389758,0.8
11.16,4.34791,0.300087,0.389597,0.8
11.18,4.35391,0.300085,0.389437,0.8
11.2,4.35991,0.300083,0.389278,0.8
11.22,4.36591,0.300082,0.389119,0.8
11.24,4.37191,0.30008,0.38896,0.8
11.26,4.37791,0.300079,0.388802,0.8
11.28,4.38392,0.300078,0.388645,0.8
11.3,4.38992,0.300076,0.388488,0.8
11.32,4.39592,0.300075,0.388332,0.8
11.34,4.40192,0.300073,0.388176,0.8
11.36,4.40792,0.300072,0.388021,0.8
11.38,4.41392,0.300071,0.387867,0.8
11.4,4.41992,0.300069,0.387713,0.8
11.42,4.42593,0.300068,0.387559,0.8
11.44,4.43193,0.300067,0.387406,0.8
11.46,4.43793,0.300066,0.387254,0.8
11.48,4.44393,0.300064,0.387102,0.8
11.5,4.44993,0.300063,0.386951,0.8
11.52,4.45593,0.300062,0.3868,0.8
11.54,4.46193,0.300061,0.386649,0.8
11.56,4.46794,0.30006,0.3865,0.8
11.58,4.47394,0.300059,0.38635,0.8
11.6,4.47994,0.300058,0.386202,0.8
11.62,4.48594,0.300057,0.386053,0.8
11.64,4.49194,0.300056,0.385905,0.8
11.66,4.49794,0.300055,0.385758,0.8
11.68,4.50394,0.300054,0.385611,0.8
11.7,4.50994,0.300053,0.385465,0.8
11.72,4.51594,0.300052,0.385319,0.8
11.74,4.52195,0.300051,0.385174,0.8
11.76,4.52795,0.30005,0.385029,0.8
11.78,4.53395,0.300049,0.384885,0.8
11.8,4.53995,0.300048,0.384741,0.8
11.82,4.54595,0.300047,0.384598,0.8
11.84,4.55195,0.300046,0.384455,0.8
11.86,4.55795,0.300045,0.384313,0.8
11.88,4.56395,0.300045,0.384171,0.8
11.9,4.56995,0.300044,0.38403,0.8
11.92,4.57595,0.300043,0.383889,0.8
11.94,4.58195,0.300042,0.383748,0.8
11.96,4.58796,0.300041,0.383608,0.8
11.98,4.59396,0.300041,0.383469,0.8
12,4.59996,0.30004,0.38333,0.8
12.02,4.60596,0.300039,0.383191,0.8
12.04,4.61196,0.300038,0.383053,0.8
12.06,4.61796,0.300038,0.382915,0.8
12.08,4.62396,0.300037,0.382778,0.8
12.1,4.62996,0.300036,0.382641,0.8
12.12,4.63596,0.300036,0.382505,0.8
12.14,4.64196,0.300035,0.382369,0.8
12.16,4.64796,0.300034,0.382234,0.8
12.18,4.65396,0.300034,0.382099,0.8
12.2,4.65996,0.300033,0.381964,0.8
12.22,4.66596,0.300033,0.38183,0.8
12.24,4.67197,0.300032,0.381697,0.8
12.26,4.67797,0.300031,0.381563,0.8
12.28,4.68397,0.300031,0.381431,0.8
12.3,4.68997,0.30003,0.381298,0.8
12.32,4.69597,0.30003,0.381166,0.8
12.34,4.70197,0.300029,0.381035,0.8
12.36,4.70797,0.300029,0.380904,0.8
12.38,4.71397,0.300028,0.380773,0.8
12.4,4.71997,0.300028,0.380643,0.8
12.42,4.72597,0.300027,0.380513,0.8
12.44,4.73197,0.300027,0.380384,0.8
12.46,4.73797,0.300026,0.380255,0.8
12.48,4.74397,0.300026,0.380126,0.8
12.5,4.74997,0.300025,0.379998,0.8
12.52,4.75597,0.300025,0.37987,0.8
12.54,4.76197,0.300024,0.379743,0.8
12.56,4.76797,0.300024,0.379616,0.8
12.58,4.77397,0.300023,0.379489,0.8
12.6,4.77998,0.300023,0.379363,0.8
12.62,4.78598,0.300023,0.379237,0.8
12.64,4.79198,0.300022,0.379112,0.8
12.66,4.79798,0.300022,0.378987,0.8
12.68,4.80398,0.300021,0.378863,0.8
12.7,4.80998,0.300021,0.378738,0.8
12.72,4.81598,0.300021,0.378615,0.8
12.74,4.82198,0.30002,0.378491,0.8
12.76,4.82798,0.30002,0.378368,0.8
12.78,4.83398,0.300019,0.378246,0.8
12.8,4.83998,0.300019,0.378123,0.8
12.82,4.84598,0.300019,0.378002,0.8
12.84,4.85198,0.300018,0.37788,0.8
12.86,4.85798,0.300018,0.377759,0.8
12.88,4.86398,0.300018,0.377638,0.8
12.9,4.86998,0.300017,0.377518,0.8
12.92,4.87598,0.300017,0.377398,0.8
12.94,4.88198,0.300017,0.377278,0.8
12.96,4.88798,0.300016,0.377159,0.8
12.98,4.89398,0.300016,0.37704,0.8
13,4.89998,0.300016,0.376922,0.8
13.02,4.90598,0.300016,0.376804,0.8
13.04,4.91198,0.300015,0.376686,0.8
13.06,4.91798,0.300015,0.376568,0.8
13.08,4.92398,0.300015,0.376451,0.8
13.1,4.92998,0.300014,0.376335,0.8
13.12,4.93598,0.300014,0.376218,0.8
13.14,4.94199,0.300014,0.376102,0.8
13.16,4.94799,0.300014,0.375987,0.8
13.18,4.95399,0.300013,0.375871,0.8
13.2,4.95999,0.300013,0.375757,0.8
13.22,4.96599,0.300013,0.375642,0.8
13.24,4.97199,0.300013,0.375528,0.8
13.26,4.97799,0.300012,0.375414,0.8
13.28,4.98399,0.300012,0.3753,0.8
13.3,4.98999,0.300012,0.375187,0.8
13.32,4.99599,0.300012,0.375074,0.8
13.34,5.00199,0.300012,0.374962,0.8
13.36,5.00799,0.300011,0.374849,0.8
13.38,5.01399,0.300011,0.374738,0.8
13.4,5.01999,0.300011,0.374626,0.8
13.42,5.02599,0.300011,0.374515,0.8
13.44,5.03199,0.300011,0.374404,0.8
13.46,5.03799,0.30001,0.374293,0.8
13.48,5.04399,0.30001,0.374183,0.8
13.5,5.04999,0.30001,0.374073,0.8
13.52,5.05599,0.30001,0.373964,0.8
13.54,5.06199,0.30001,0.373854,0.8
13.56,5.06799,0.300009,0.373746,0.8
13.58,5.07399,0.300009,0.373637,0.8
13.6,5.07999,0.300009,0.373529,0.8
13.62,5.08599,0.300009,0.373421,0.8
13.64,5.09199,0.300009,0.373313,0.8
13.66,5.09799,0.300009,0.373206,0.8
13.68,5.10399,0.300008,0.373099,0.8
13.7,5.10999,0.300008,0.372992,0.8
13.72,5.11599,0.300008,0.372886,0.8
13.74,5.12199,0.300008,0.37278,0.8
13.76,5.12799,0.300008,0.372674,0.8
13.78,5.13399,0.300008,0.372568,0.8
13.8,5.13999,0.300008,0.372463,0.8
13.82,5.14599,0.300007,0.372358,0.8
13.84,5.15199,0.300007,0.372254,0.8
13.86,5.15799,0.300007,0.37215,0.8
13.88,5.16399,0.300007,0.372046,0.8
13.9,5.16999,0.300007,0.371942,0.8
13.92,5.17599,0.300007,0.371839,0.8
13.94,5.18199,0.300007,0.371736,0.8
13.96,5.18799,0.300006,0.371633,0.8
13.98,5.19399,0.300006,0.37153,0.8
14,5.19999,0.300006,0.371428,0.8
14.02,5.20599,0.300006,0.371326,0.8
14.04,5.21199,0.300006,0.371225,0.8
14.06,5.21799,0.300006,0.371123,0.8
14.08,5.22399,0.300006,0.371022,0.8
14.1,5.22999,0.300006,0.370922,0.8
14.12,5.23599,0.300006,0.370821,0.8
14.14,5.24199,0.300005,0.370721,0.8
14.16,5.24799,0.300005,0.370621,0.8
14.18,5.25399,0.300005,0.370521,0.8
14.2,5.25999,0.300005,0.370422,0.8
14.22,5.26599,0.300005,0.370323,0.8
14.24,5.27199,0.300005,0.370224,0.8
14.26,5.27799,0.300005,0.370126,0.8
14.28,5.28399,0.300005,0.370028,0.8
14.3,5.28999,0.300005,0.36993,0.8
14.32,5.296,0.300005,0.369832,0.8
14.34,5.302,0.300005,0.369735,0.8
14.36,5.308,0.300004,0.369638,0.8
14.38,5.314,0.300004,0.369541,0.8
14.4,5.32,0.300004,0.369444,0.8
14.42,5.326,0.300004,0.369348,0.8
14.44,5.332,0.300004,0.369252,0.8
14.46,5.338,0.300004,0.369156,0.8
14.48,5.344,0.300004,0.36906,0.8
14.5,5.35,0.300004,0.368965,0.8
14.52,5.356,0.300004,0.36887,0.8
14.54,5.362,0.300004,0.368776,0.8
14.56,5.368,0.300004,0.368681,0.8
14.58,5.374,0.300004,0.368587,0.8
14.6,5.38,0.300004,0.368493,0.8
14.62,5.386,0.300003,0.368399,0.8
14.64,5.392,0.300003,0.368306,0.8
14.66,5.398,0.300003,0.368213,0.8
14.68,5.404,0.300003,0.36812,0.8
14.7,5.41,0.300003,0.368027,0.8
14.72,5.416,0.300003,0.367935,0.8
14.74,5.422,0.300003,0.367842,0.8
14.76,5.428,0.300003,0.36775,0.8
14.78,5.434,0.300003,0.367659,0.8
14.8,5.44,0.300003,0.367567,0.8
14.82,5.446,0.300003,0.367476,0.8
14.84,5.452,0.300003,0.367385,0.8
14.86,5.458,0.300003,0.367295,0.8
14.88,5.464,0.300003,0.367204,0.8
14.9,5.47,0.300003,0.367114,0.8
14.92,5.476,0.300003,0.367024,0.8
14.94,5.482,0.300003,0.366934,0.8
14.96,5.488,0.300003,0.366845,0.8
14.98,5.494,0.300002,0.366755,0.8
15,5.5,0.300002,0.366666,0.8
15.02,5.506,0.300002,0.366578,0.8
15.04,5.512,0.300002,0.366489,0.8
15.06,5.518,0.300002,0.366401,0.8
15.08,5.524,0.300002,0.366313,0.8
15.1,5.53,0.300002,0.366225,0.8
15.12,5.536,0.300002,0.366137,0.8
15.14,5.542,0.300002,0.36605,0.8
15.16,5.548,0.300002,0.365963,0.8
15.18,5.554,0.300002,0.365876,0.8
15.2,5.56,0.300002,0.365789,0.8
15.22,5.566,0.300002,0.365703,0.8
15.24,5.572,0.300002,0.365617,0.8
15.26,5.578,0.300002,0.365531,0.8
15.28,5.584,0.300002,0.365445,0.8
15.3,5.59,0.300002,0.365359,0.8
15.32,5.596,0.300002,0.365274,0.8
15.34,5.602,0.300002,0.365189,0.8
15.36,5.608,0.300002,0.365104,0.8
15.38,5.614,0.300002,0.365019,0.8
15.4,5.62,0.300002,0.364935,0.8
15.42,5.626,0.300002,0.364851,0.8
15.44,5.632,0.300002,0.364767,0.8
15.46,5.638,0.300002,0.364683,0.8
15.48,5.644,0.300002,0.364599,0.8
15.5,5.65,0.300002,0.364516,0.8
15.52,5.656,0.300002,0.364433,0.8
15.54,5.662,0.300001,0.36435,0.8
15.56,5.668,0.300001,0.364267,0.8
15.58,5.674,0.300001,0.364185,0.8
15.6,5.68,0.300001,0.364102,0.8
15.62,5.686,0.300001,0.36402,0.8
15.64,5.692,0.300001,0.363939,0.8
15.66,5.698,0.300001,0.363857,0.8
15.68,5.704,0.300001,0.363775,0.8
15.7,5.71,0.300001,0.363694,0.8
15.72,5.716,0.300001,0.363613,0.8
15.74,5.722,0.300001,0.363532,0.8
15.76,5.728,0.300001,0.363452,0.8
15.78,5.734,0.300001,0.363371,0.8
15.8,5.74,0.300001,0.363291,0.8
15.82,5.746,0.300001,0.363211,0.8
15.84,5.752,0.300001,0.363131,0.8
15.86,5.758,0.300001,0.363052,0.8
15.88,5.764,0.300001,0.362972,0.8
15.9,5.77,0.300001,0.362893,0.8
15.92,5.776,0.300001,0.362814,0.8
15.94,5.782,0.300001,0.362735,0.8
15.96,5.788,0.300001,0.362657,0.8
15.98,5.794,0.300001,0.362578,0.8
16,5.8,0.300001,0.3625,0.8
16.02,5.806,0.300001,0.362422,0.8
16.04,5.812,0.300001,0.362344,0.8
16.06,5.818,0.300001,0.362266,0.8
16.08,5.824,0.300001,0.362189,0.8
16.1,5.83,0.300001,0.362112,0.8
16.12,5.836,0.300001,0.362035,0.8
16.14,5.842,0.300001,0.361958,0.8
16.16,5.848,0.300001,0.361881,0.8
16.18,5.854,0.300001,0.361805,0.8
16.2,5.86,0.300001,0.361728,0.8
16.22,5.866,0.300001,0.361652,0.8
16.24,5.872,0.300001,0.361576,0.8
16.26,5.878,0.300001,0.361501,0.8
16.28,5.884,0.300001,0.361425,0.8
16.3,5.89,0.300001,0.36135,0.8
16.32,5.896,0.300001,0.361274,0.8
16.34,5.902,0.300001,0.361199,0.8
16.36,5.908,0.300001,0.361125,0.8
16.38,5.914,0.300001,0.36105,0.8
16.4,5.92,0.300001,0.360976,0.8
16.42,5.926,0.300001,0.360901,0.8
16.44,5.932,0.300001,0.360827,0.8
16.46,5.938,0.300001,0.360753,0.8
16.48,5.944,0.300001,0.36068,0.8
16.5,5.95,0.300001,0.360606,0.8
16.52,5.956,0.300001,0.360533,0.8
16.54,5.962,0.300001,0.360459,0.8
16.56,5.968,0.300001,0.360386,0.8
16.58,5.974,0.300001,0.360314,0.8
16.6,5.98,0.300001,0.360241,0.8
16.62,5.986,0.300001,0.360168,0.8
16.64,5.992,0.300001,0.360096,0.8
16.66,5.998,0.300001,0.360024,0.8
16.68,6.004,0.300001,0.359952,0.8
16.7,6.01,0.3,0.35988,0.8
16.72,6.016,0.3,0.359809,0.8
16.74,6.022,0.3,0.359737,0.8
16.76,6.028,0.3,0.359666,0.8
16.78,6.034,0.3,0.359595,0.8
16.8,6.04,0.3,0.359524,0.8
16.82,6.046,0.3,0.359453,0.8
16.84,6.052,0.3,0.359382,0.8
16.86,6.058,0.3,0.359312,0.8
16.88,6.064,0.3,0.359242,0.8
16.9,6.07,0.3,0.359172,0.8
16.92,6.076,0.3,0.359102,0.8
16.94,6.082,0.3,0.359032,0.8
16.96,6.088,0.3,0.358962,0.8
16.98,6.094,0.3,0.358893,0.8
17,6.1,0.3,0.358824,0.8
17.02,6.106,0.3,0.358754,0.8
17.04,6.112,0.3,0.358685,0.8
17.06,6.118,0.3,0.358617,0.8
17.08,6.124,0.3,0.358548,0.8
17.1,6.13,0.3,0.35848,0.8
17.12,6.136,0.3,0.358411,0.8
17.14,6.142,0.3,0.358343,0.8
17.16,6.148,0.3,0.358275,0.8
17.18,6.154,0.3,0.358207,0.8
17.2,6.16,0.3,0.35814,0.8
17.22,6.166,0.3,0.358072,0.8
17.24,6.172,0.3,0.358005,0.8
17.26,6.178,0.3,0.357937,0.8
17.28,6.184,0.3,0.35787,0.8
17.3,6.19,0.3,0.357803,0.8
17.32,6.196,0.3,0.357737,0.8
17.34,6.202,0.3,0.35767,0.8
17.36,6.208,0.3,0.357604,0.8
17.38,6.214,0.3,0.357537,0.8
17.4,6.22,0.3,0.357471,0.8
17.42,6.226,0.3,0.357405,0.8
17.44,6.232,0.3,0.357339,0.8
17.46,6.238,0.3,0.357274,0.8
17.48,6.244,0.3,0.357208,0.8
17.5,6.25,0.3,0.357143,0.8
17.52,6.256,0.3,0.357078,0.8
17.54,6.262,0.3,0.357013,0.8
17.56,6.268,0.3,0.356948,0.8
17.58,6.274,0.3,0.356883,0.8
17.6,6.28,0.3,0.356818,0.8
17.62,6.286,0.3,0.356754,0.8
17.64,6.292,0.3,0.356689,0.8
17.66,6.298,0.3,0.356625,0.8
17.68,6.304,0.3,0.356561,0.8
17.7,6.31,0.3,0.356497,0.8
17.72,6.316,0.3,0.356433,0.8
17.74,6.322,0.3,0.35637,0.8
17.76,6.328,0.3,0.356306,0.8
17.78,6.334,0.3,0.356243,0.8
17.8,6.34,0.3,0.35618,0.8
17.82,6.346,0.3,0.356117,0.8
17.84,6.352,0.3,0.356054,0.8
17.86,6.358,0.3,0.355991,0.8
17.88,6.364,0.3,0.355928,0.8
17.9,6.37,0.3,0.355866,0.8
17.92,6.376,0.3,0.355804,0.8
17.94,6.382,0.3,0.355741,0.8
17.96,6.388,0.3,0.355679,0.8
17.98,6.394,0.3,0.355617,0.8
18,6.4,0.3,0.355556,0.8
18.02,6.406,0.3,0.355494,0.8
18.04,6.412,0.3,0.355432,0.8
18.06,6.418,0.3,0.355371,0.8
18.08,6.424,0.3,0.35531,0.8
18.1,6.43,0.3,0.355249,0.8
18.12,6.436,0.3,0.355188,0.8
18.14,6.442,0.3,0.355127,0.8
18.16,6.448,0.3,0.355066,0.8
18.18,6.454,0.3,0.355005,0.8
18.2,6.46,0.3,0.354945,0.8
18.22,6.466,0.3,0.354885,0.8
18.24,6.472,0.3,0.354825,0.8
18.26,6.478,0.3,0.354765,0.8
18.28,6.484,0.3,0.354705,0.8
18.3,6.49,0.3,0.354645,0.8
18.32,6.496,0.3,0.354585,0.8
18.34,6.502,0.3,0.354526,0.8
18.36,6.508,0.3,0.354466,0.8
18.38,6.514,0.3,0.354407,0.8
18.4,6.52,0.3,0.354348,0.8
18.42,6.526,0.3,0.354289,0.8
18.44,6.532,0.3,0.35423,0.8
18.46,6.538,0.3,0.354171,0.8
18.48,6.544,0.3,0.354113,0.8
18.5,6.55,0.3,0.354054,0.8
18.52,6.556,0.3,0.353996,0.8
18.54,6.562,0.3,0.353937,0.8
18.56,6.568,0.3,0.353879,0.8
18.58,6.574,0.3,0.353821,0.8
18.6,6.58,0.3,0.353763,0.8
18.62,6.586,0.3,0.353706,0.8
18.64,6.592,0.3,0.353648,0.8
18.66,6.598,0.3,0.353591,0.8
18.68,6.604,0.3,0.353533,0.8
18.7,6.61,0.3,0.353476,0.8
18.72,6.616,0.3,0.353419,0.8
18.74,6.622,0.3,0.353362,0.8
18.76,6.628,0.3,0.353305,0.8
18.78,6.634,0.3,0.353248,0.8
18.8,6.64,0.3,0.353191,0.8
18.82,6.646,0.3,0.353135,0.8
18.84,6.652,0.3,0.353079,0.8
18.86,6.658,0.3,0.353022,0.8
18.88,6.664,0.3,0.352966,0.8
18.9,6.67,0.3,0.35291,0.8
18.92,6.676,0.3,0.352854,0.8
18.94,6.682,0.3,0.352798,0.8
18.96,6.688,0.3,0.352743,0.8
18.98,6.694,0.3,0.352687,0.8
19,6.7,0.3,0.352632,0.8
19.02,6.706,0.3,0.352576,0.8
19.04,6.712,0.3,0.352521,0.8
19.06,6.718,0.3,0.352466,0.8
19.08,6.724,0.3,0.352411,0.8
19.1,6.73,0.3,0.352356,0.8
19.12,6.736,0.3,0.352301,0.8
19.14,6.742,0.3,0.352247,0.8
19.16,6.748,0.3,0.352192,0.8
19.18,6.754,0.3,0.352138,0.8
19.2,6.76,0.3,0.352083,0.8
19.22,6.766,0.3,0.352029,0.8
19.24,6.772,0.3,0.351975,0.8
19.26,6.778,0.3,0.351921,0.8
19.28,6.784,0.3,0.351867,0.8
19.3,6.79,0.3,0.351813,0.8
19.32,6.796,0.3,0.35176,0.8
19.34,6.802,0.3,0.351706,0.8
19.36,6.808,0.3,0.351653,0.8
19.38,6.814,0.3,0.3516,0.8
19.4,6.82,0.3,0.351546,0.8
19.42,6.826,0.3,0.351493,0.8
19.44,6.832,0.3,0.35144,0.8
19.46,6.838,0.3,0.351387,0.8
19.48,6.844,0.3,0.351335,0.8
19.5,6.85,0.3,0.351282,0.8
19.52,6.856,0.3,0.35123,0.8
19.54,6.862,0.3,0.351177,0.8
19.56,6.868,0.3,0.351125,0.8
19.58,6.874,0.3,0.351073,0.8
19.6,6.88,0.3,0.35102,0.8
19.62,6.886,0.3,0.350968,0.8
19.64,6.892,0.3,0.350916,0.8
19.66,6.898,0.3,0.350865,0.8
19.68,6.904,0.3,0.350813,0.8
19.7,6.91,0.3,0.350761,0.8
19.72,6.916,0.3,0.35071,0.8
19.74,6.922,0.3,0.350659,0.8
19.76,6.928,0.3,0.350607,0.8
19.78,6.934,0.3,0.350556,0.8
19.8,6.94,0.3,0.350505,0.8
19.82,6.946,0.3,0.350454,0.8
19.84,6.952,0.3,0.350403,0.8
19.86,6.958,0.3,0.350352,0.8
19.88,6.964,0.3,0.350302,0.8
19.9,6.97,0.3,0.350251,0.8
19.92,6.976,0.3,0.350201,0.8
19.94,6.982,0.3,0.35015,0.8
19.96,6.988,0.3,0.3501,0.8
19.98,6.994,0.3,0.35005,0.8
20,7,0.3,0.35,0.8
0.02,0.0199993,0.999901,0.999967,1
0.04,0.0399948,0.999611,0.999869,1
0.06,0.0599825,0.999135,0.999709,1
0.08,0.079959,0.998483,0.999487,1
0.1,0.0999207,0.997661,0.999207,1
0.12,0.119864,0.996675,0.998869,1
0.14,0.139787,0.995534,0.998476,1
0.16,0.159685,0.994243,0.998029,1
0.18,0.179555,0.992809,0.99753,1
0.2,0.199396,0.991238,0.996981,1
0.22,0.219204,0.989536,0.996382,1
0.24,0.238977,0.987709,0.995737,1
0.26,0.258712,0.985762,0.995045,1
0.28,0.278407,0.983702,0.994309,1
0.3,0.298059,0.981532,0.99353,1
