t,x,y,u,v,theta
1.02,0.809198,0.116785,0.793331,-0.395505,0.666875
1.03,0.817131,0.11278,0.793331,-0.405505,0.666875
1.04,0.825064,0.108674,0.793331,-0.415505,0.666875
1.05,0.832998,0.104469,0.793331,-0.425505,0.666875
1.06,0.840931,0.100164,0.793331,-0.435505,0.666875
1.07,0.848864,0.0957593,0.793331,-0.445505,0.666875
1.08,0.856798,0.0912542,0.793331,-0.455505,0.666875
1.09,0.864731,0.0866492,0.793331,-0.465505,0.666875
1.1,0.872664,0.0819441,0.793331,-0.475505,0.666875
1.11,0.880598,0.0771391,0.793331,-0.485505,0.666875
1.12,0.888531,0.072234,0.793331,-0.495505,0.666875
1.13,0.896464,0.067229,0.793331,-0.505505,0.666875
1.14,0.904398,0.0621239,0.793331,-0.515505,0.666875
1.15,0.912331,0.0569189,0.793331,-0.525505,0.666875
1.16,0.920264,0.0516138,0.793331,-0.535505,0.666875
1.17,0.928198,0.0462088,0.793331,-0.545505,0.666875
1.18,0.936131,0.0407037,0.793331,-0.555505,0.666875
1.19,0.944064,0.0350987,0.793331,-0.565505,0.666875
1.2,0.951997,0.0293936,0.793331,-0.575505,0.666875
1.21,0.959931,0.0235885,0.793331,-0.585505,0.666875
1.22,0.967864,0.0176835,0.793331,-0.595505,0.666875
1.23,0.975797,0.0116784,0.793331,-0.605505,0.666875
1.24,0.983731,0.00557339,0.793331,-0.615505,0.666875
1.25,0.991664,-0.000631667,0.793331,-0.625505,0.666875
1.26,0.999597,-0.00693672,0.793331,-0.635505,0.666875
1.27,1.00753,-0.0133418,0.793331,-0.645505,0.666875
0,0,0,0.788034,0.631166,0.675312
0.01,0.00788034,0.00626166,0.788034,0.621166,0.675312
0.02,0.0157607,0.0124233,0.788034,0.611166,0.675312
0.03,0.023641,0.018485,0.788034,0.601166,0.675312
0.04,0.0315214,0.0244466,0.788034,0.591166,0.675312
0.05,0.0394017,0.0303083,0.788034,0.581166,0.675312
0.06,0.047282,0.03607,0.788034,0.571166,0.675312
0.07,0.0551624,0.0417316,0.788034,0.561166,0.675312
0.08,0.0630427,0.0472933,0.788034,0.551166,0.675312
0.09,0.070923,0.0527549,0.788034,0.541166,0.675312
0.1,0.0788034,0.0581166,0.788034,0.531166,0.675312
0.11,0.0866837,0.0633783,0.788034,0.521166,0.675312
0.12,0.0945641,0.0685399,0.788034,0.511166,0.675312
0.13,0.102444,0.0736016,0.788034,0.501166,0.675312
0.14,0.110325,0.0785633,0.788034,0.491166,0.675312
0.15,0.118205,0.0834249,0.788034,0.481166,0.675312
0.16,0.126085,0.0881866,0.788034,0.471166,0.675312
0.17,0.133966,0.0928482,0.788034,0.461166,0.675312
0.18,0.141846,0.0974099,0.788034,0.451166,0.675312
0.19,0.149726,0.101872,0.788034,0.441166,0.675312
0.2,0.157607,0.106233,0.788034,0.431166,0.675312
0.21,0.165487,0.110495,0.788034,0.421166,0.675312
0.22,0.173367,0.114657,0.788034,0.411166,0.675312
0.23,0.181248,0.118718,0.788034,0.401166,0.675312
0.24,0.189128,0.12268,0.788034,0.391166,0.675312
0.25,0.197008,0.126542,0.788034,0.381166,0.675312
0.26,0.204889,0.130303,0.788034,0.371166,0.675312
0.27,0.212769,0.133965,0.788034,0.361166,0.675312
0.28,0.220649,0.137527,0.788034,0.351166,0.675312
0.29,0.22853,0.140988,0.788034,0.341166,0.675312
