t,x,y,u,v,theta
0.247198,1.91,1.26953,7.7266,3.92319,0.687775
0.248492,1.92,1.2746,7.7266,3.91049,0.687775
0.249786,1.93,1.27965,7.7266,3.89779,0.687775
0.251081,1.94,1.28469,7.7266,3.8851,0.687775
0.252375,1.95,1.28971,7.7266,3.8724,0.687775
0.253669,1.96,1.29471,7.7266,3.8597,0.687775
0.254963,1.97,1.2997,7.7266,3.84701,0.687775
0.256258,1.98,1.30467,7.7266,3.83431,0.687775
0.257552,1.99,1.30963,7.7266,3.82161,0.687775
0.258846,2,1.31456,7.7266,3.80892,0.687775
0.26014,2.01,1.31949,7.7266,3.79622,0.687775
0.261434,2.02,1.32439,7.7266,3.78353,0.687775
0.262729,2.03,1.32928,7.7266,3.77083,0.687775
0.264023,2.04,1.33415,7.7266,3.75813,0.687775
0.265317,2.05,1.33901,7.7266,3.74544,0.687775
0.266611,2.06,1.34385,7.7266,3.73274,0.687775
0.267906,2.07,1.34867,7.7266,3.72004,0.687775
0.2692,2.08,1.35348,7.7266,3.70735,0.687775
0.270494,2.09,1.35827,7.7266,3.69465,0.687775
0.271788,2.1,1.36304,7.7266,3.68195,0.687775
0.273083,2.11,1.3678,7.7266,3.66926,0.687775
0.274377,2.12,1.37254,7.7266,3.65656,0.687775
0.275671,2.13,1.37726,7.7266,3.64387,0.687775
0.276965,2.14,1.38197,7.7266,3.63117,0.687775
0.278259,2.15,1.38666,7.7266,3.61847,0.687775
0.279554,2.16,1.39133,7.7266,3.60578,0.687775
0.280848,2.17,1.39599,7.7266,3.59308,0.687775
0.282142,2.18,1.40064,7.7266,3.58038,0.687775
0.283436,2.19,1.40526,7.7266,3.56769,0.687775
0.284731,2.2,1.40987,7.7266,3.55499,0.687775
0.286025,2.21,1.41446,7.7266,3.54229,0.687775
0.287319,2.22,1.41904,7.7266,3.5296,0.687775
0.288613,2.23,1.4236,7.7266,3.5169,0.687775
0.289907,2.24,1.42814,7.7266,3.50421,0.687775
0.291202,2.25,1.43267,7.7266,3.49151,0.687775
0.292496,2.26,1.43718,7.7266,3.47881,0.687775
0.29379,2.27,1.44167,7.7266,3.46612,0.687775
0.295084,2.28,1.44615,7.7266,3.45342,0.687775
0.296379,2.29,1.45061,7.7266,3.44072,0.687775
0.297673,2.3,1.45506,7.7266,3.42803,0.687775
0.298967,2.31,1.45949,7.7266,3.41533,0.687775
0.300261,2.32,1.4639,7.7266,3.40263,0.687775
0.301556,2.33,1.46829,7.7266,3.38994,0.687775
0.30285,2.34,1.47267,7.7266,3.37724,0.687775
0.304144,2.35,1.47704,7.7266,3.36454,0.687775
0.305438,2.36,1.48138,7.7266,3.35185,0.687775
0.306732,2.37,1.48571,7.7266,3.33915,0.687775
0.308027,2.38,1.49003,7.7266,3.32646,0.687775
0.309321,2.39,1.49432,7.7266,3.31376,0.687775
0.310615,2.4,1.4986,7.7266,3.30106,0.687775
0.311909,2.41,1.50287,7.7266,3.28837,0.687775
0.313204,2.42,1.50712,7.7266,3.27567,0.687775
0.314498,2.43,1.51135,7.7266,3.26297,0.687775
0.315792,2.44,1.51556,7.7266,3.25028,0.687775
0.317086,2.45,1.51976,7.7266,3.23758,0.687775
0.318381,2.46,1.52394,7.7266,3.22488,0.687775
0.319675,2.47,1.52811,7.7266,3.21219,0.687775
0.320969,2.48,1.53226,7.7266,3.19949,0.687775
0.322263,2.49,1.53639,7.7266,3.1868,0.687775
0.323557,2.5,1.54051,7.7266,3.1741,0.687775
0.324852,2.51,1.5446,7.7266,3.1614,0.687775
0.326146,2.52,1.54869,7.7266,3.14871,0.687775
0.32744,2.53,1.55276,7.7266,3.13601,0.687775
0.328734,2.54,1.55681,7.7266,3.12331,0.687775
0.330029,2.55,1.56084,7.7266,3.11062,0.687775
0.331323,2.56,1.56486,7.7266,3.09792,0.687775
0.332617,2.57,1.56886,7.7266,3.08522,0.687775
0.333911,2.58,1.57284,7.7266,3.07253,0.687775
0.335206,2.59,1.57681,7.7266,3.05983,0.687775
0.3365,2.6,1.58076,7.7266,3.04713,0.687775
0.337794,2.61,1.5847,7.7266,3.03444,0.687775
0.339088,2.62,1.58862,7.7266,3.02174,0.687775
0.340382,2.63,1.59252,7.7266,3.00905,0.687775
0.341677,2.64,1.59641,7.7266,2.99635,0.687775
0.342971,2.65,1.60028,7.7266,2.98365,0.687775
0.344265,2.66,1.60413,7.7266,2.97096,0.687775
0.345559,2.67,1.60797,7.7266,2.95826,0.687775
0.346854,2.68,1.61179,7.7266,2.94556,0.687775
0.348148,2.69,1.61559,7.7266,2.93287,0.687775
0.349442,2.7,1.61938,7.7266,2.92017,0.687775
0.350736,2.71,1.62315,7.7266,2.90747,0.687775
0.352031,2.72,1.6269,7.7266,2.89478,0.687775
0.353325,2.73,1.63064,7.7266,2.88208,0.687775
0.354619,2.74,1.63436,7.7266,2.86939,0.687775
0.355913,2.75,1.63807,7.7266,2.85669,0.687775
0.357207,2.76,1.64176,7.7266,2.84399,0.687775
0.358502,2.77,1.64543,7.7266,2.8313,0.687775
0.359796,2.78,1.64909,7.7266,2.8186,0.687775
0.36109,2.79,1.65273,7.7266,2.8059,0.687775
0.362384,2.8,1.65635,7.7266,2.79321,0.687775
0.363679,2.81,1.65996,7.7266,2.78051,0.687775
0.364973,2.82,1.66355,7.7266,2.76781,0.687775
0.366267,2.83,1.66712,7.7266,2.75512,0.687775
