E,Res
4.917,-3.87718e-09
4.918,-3.86627e-09
4.919,-3.85534e-09
4.92,-3.84441e-09
4.921,-3.83346e-09
4.922,-3.82251e-09
4.923,-3.81155e-09
4.924,-3.80059e-09
4.925,-3.78962e-09
4.926,-3.77863e-09
4.927,-3.76765e-09
4.928,-3.75665e-09
4.929,-3.74565e-09
4.93,-3.73465e-09
4.931,-3.72364e-09
4.932,-3.71262e-09
4.933,-3.7016e-09
4.934,-3.69058e-09
4.935,-3.67955e-09
4.936,-3.66851e-09
4.937,-3.65748e-09
4.938,-3.64644e-09
4.939,-3.63539e-09
4.94,-3.62434e-09
4.941,-3.6133e-09
4.942,-3.60224e-09
4.943,-3.59119e-09
4.944,-3.58013e-09
4.945,-3.56908e-09
4.946,-3.55802e-09
4.947,-3.54696e-09
4.948,-3.5359e-09
4.949,-3.52484e-09
4.95,-3.51378e-09
4.951,-3.50272e-09
4.952,-3.49165e-09
4.953,-3.48059e-09
4.954,-3.46953e-09
4.955,-3.45848e-09
4.956,-3.44742e-09
4.957,-3.43636e-09
4.958,-3.42531e-09
4.959,-3.41426e-09
4.96,-3.40321e-09
4.961,-3.39216e-09
4.962,-3.38112e-09
4.963,-3.37007e-09
4.964,-3.35904e-09
4.965,-3.348e-09
4.966,-3.33697e-09
4.967,-3.32594e-09
4.968,-3.31492e-09
4.969,-3.3039e-09
4.97,-3.29288e-09
4.971,-3.28187e-09
4.972,-3.27087e-09
4.973,-3.25987e-09
4.974,-3.24887e-09
4.975,-3.23789e-09
4.976,-3.2269e-09
4.977,-3.21593e-09
4.978,-3.20495e-09
4.979,-3.19399e-09
4.98,-3.18303e-09
4.981,-3.17208e-09
4.982,-3.16114e-09
4.983,-3.1502e-09
4.984,-3.13927e-09
4.985,-3.12835e-09
4.986,-3.11744e-09
4.987,-3.10653e-09
4.988,-3.09563e-09
4.989,-3.08474e-09
4.99,-3.07386e-09
4.991,-3.06299e-09
4.992,-3.05213e-09
4.993,-3.04127e-09
4.994,-3.03043e-09
4.995,-3.01959e-09
4.996,-3.00877e-09
4.997,-2.99795e-09
4.998,-2.98715e-09
4.999,-2.97635e-09
